Date,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
2020-10-15,0.6951238128737249,0.7371972564192754,1.022503395246554,0.9491914458471085,0.3689152017715321,-0.17932311857184932,0.3689152017715321,-0.48608221540001356,0.0,50.0,0.0,0.0,0.0,1000.0,0.9029640325043125,0.0,0.9491914458471085,0.9491914458471085,0.9491914458471085,0.0,0.0,0.0,0.0,0.9029640325043126,0.6176578936770339,1.1882701713315915,-63.19324547977855,0.41898629743333127,1.0,1.0,1.022503395246554,0.7371972564192754,0.8798503258329147,-30.057807629382555,0.25695889229999325,0.0,0.0,0.0,0.0,0.9491914458471085,0.9491914458471085,0.9491914458471085,0.9491914458471085,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.05834333962656002,-57.907022633597,-57.907022633597,0.0,0.8798503258329147,0.8798503258329147,0.8798503258329147,0.8798503258329147,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-0.0,25.695889229999324,25.695889229999324,-74.30411077000068,0.0,0.9491914458471085,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2020-10-16,0.9547272923237445,0.921940377654565,0.748130888242637,0.726316891509466,1.0597552733100646,-1.5050880113585359,-0.6908400715385326,-1.053488566894738,-0.23619248424594713,0.0,-735001.6635487837,-735001.6635487837,0.0,1000.0,0.8256945934852887,0.0,0.8377541686782872,1.0606287230159297,0.6148796143406448,53.20762645425411,0.25,0.0,0.0,0.850880042486601,0.7951317177789257,0.9066283671942763,-13.10368604833112,1.6171918764402384,0.0,1.0,0.748130888242637,0.921940377654565,0.8350356329486011,20.747075444118032,-0.12550521152197766,0.0,-0.01777916672778923,-0.0035558333455578462,-0.014223333382231385,0.8377541686782872,0.8377541686782872,0.9149030528720865,0.9326822195998757,0.0,0.0,0.0,-1.1936889286338535,-0.12978285228331493,-1.0639060763505386,-0.04586028096283669,1.7248142505048545,0.0,0.16978061679538126,-168.51092313955488,-113.20897288657594,-55.30195025297894,0.8350356329486011,0.8350356329486011,0.8350356329486011,0.8350356329486011,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,25.893342317241224,-12.550521152197765,6.572684038900779,-112.55052115219776,0.0,0.8213080663272553,0.0,13.118603340981371,2.6237206681962744,10.494882672785097,-23.480463852973045,-26.762410328717035,-1.0
2020-10-17,0.7269342792333596,0.7412927434249722,0.8927923490626034,0.9885322209616101,0.6382932061978546,-2.9501174402440835,-0.052546865340677984,-1.4272710580081214,-0.17854066316077816,39.72862278177578,427067.92325436894,-153966.8701472074,-0.018398484415157734,1361.0205579925257,0.840675193003468,0.0,0.8880135194393949,1.1189321126540301,0.6570949262247596,52.00790036629503,0.7176496490015956,0.0,0.0,0.8586552853743101,0.7709898670233163,0.9463207037253042,-20.419234550633046,-0.24075352647779444,1.0,0.0,0.748130888242637,0.921940377654565,0.8350356329486011,19.572842710959453,1.3831312290966031,0.0,-0.010588639544230394,-0.004962394585292356,-0.005626244958938037,0.8880135194393949,0.8880135194393949,0.9262306171935516,0.936819256737782,0.0,0.0,0.0,1.3061087673074765,0.4874342781972453,0.8186744891102312,-0.06645839202274216,2.4634740226818623,0.0,0.1195212660342736,-118.62743376952842,-115.01512651422676,-3.6123072553016584,0.8350356329486011,0.8350356329486011,0.8350356329486011,0.8350356329486011,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,55.88916107289465,0.0,0.0,0.0,-97.41925796571374,292.35278398479363,138.3131229096603,50.486163662487286,38.313122909660315,0.0,0.8222656419905712,0.0,14.679127775321167,5.0348020896212535,9.644325685699913,36.10205579925256,30.82348286195585,-1.0
2020-10-18,0.9896343998811861,1.0228461608061419,1.1029050240500742,1.0786229248092973,0.6083947417566515,-3.1894561924873823,0.5558478764159736,-1.1921603344900087,-0.14520475263751148,58.79376248030827,-3234925.1028178553,-1180952.94770409,0.2858835288580417,1485.0582953780029,0.8923987620178,0.0,0.9356658707818705,1.1949755439156942,0.6763561976480468,55.42783620335254,0.7756492889365721,0.0,0.0,0.911022639836192,0.8252588602619635,0.9967864194104206,-18.828023766708903,-0.4771041213735647,1.0,0.0,0.748130888242637,1.0228461608061419,0.8854885245243894,29.360403231758852,1.2030348130363293,0.0,0.0023523554454870643,-0.0034994445791364723,0.005851800024623537,0.9356658707818705,0.9356658707818705,0.9496755875959739,0.9473232321504869,0.0,0.0,0.0,1.2077911392416798,2.0431763301900614,-0.8353851909483816,-0.05055699590077009,3.1668608480320755,0.0,0.07186891469179801,-71.33144753707987,-104.09420676994004,32.762759232860176,0.8854885245243894,0.8854885245243894,0.8854885245243894,0.8854885245243894,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,63.44785910201036,0.0,0.0,0.0,-94.4913582071118,168.10149156851568,120.30348130363292,82.02202768703182,20.303481303632925,0.0,0.8321770975515332,0.0,15.126433834945043,7.053128438686012,8.07330539625903,9.11358294017468,8.721919901140533,-1.0
2020-10-19,1.0769074694610168,0.9977074402124324,0.9643866891661366,0.9181941681437211,0.8713414618453358,-6.47667710063153,-0.31549358542936223,-1.826113658006346,-0.14443096331144026,41.78020543698669,-312918.4275812902,-963944.31767339,-0.07415223193532469,1485.0582953780029,0.9090304192302555,0.0,0.9321715302542406,1.1645259404043065,0.6998171201041747,49.8522863247483,0.46992232232327286,0.0,0.0,0.9208373317037729,0.8588904582536493,0.9827842051538968,-13.454466129323178,0.5213341159354881,1.0,1.0,0.748130888242637,1.0228461608061419,0.8854885245243894,29.470463712679475,0.6190528772359071,0.0,-0.0003332314099138145,-0.0028662019452919407,0.0025329705353781262,0.9321715302542406,0.9321715302542406,0.9448322922956274,0.9451655237055412,0.0,0.0,0.0,1.1023476835985548,1.4803597309838594,-0.3780120473853046,-0.043791553975454776,3.7558823742219185,0.0,0.07536325521942788,-74.7996558590259,-98.23529658775722,23.435640728731315,0.8854885245243894,0.8854885245243894,0.8854885245243894,0.8854885245243894,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,47.75485386723231,0.0,0.0,0.0,-92.1905710981137,91.46200870234657,61.90528772359071,106.84063064562797,-38.09471227640929,0.0,0.8328916582341226,0.0,18.98030330503563,9.438563411955936,9.541739893079694,-14.873479227593867,-16.10315565102285,-1.0
2020-10-20,0.9180494816957788,0.9297028093591121,0.8696384467615359,0.8446897890982761,1.0689261286406595,-8.433593075412523,-1.3844197140700216,-1.8271829326520772,-0.13502236159997497,31.511372455639872,-457264.8816056494,-862608.4304598419,-0.21516974577102962,1485.0582953780029,0.9026184878836019,0.0,0.9175912400615799,1.1394970170004979,0.6956854631226619,48.367021665120916,0.3357378253758334,0.0,0.0,0.914255056709751,0.8726433892675773,0.9558667241519249,-9.10285748747775,1.3358865660472194,0.0,1.0,0.748130888242637,1.0228461608061419,0.8854885245243894,29.938741845995466,0.35148719601425854,0.0,-0.008297123355406888,-0.00395238622731493,-0.004344737128091958,0.9175912400615799,0.9175912400615799,0.9294257533421887,0.9377228766975956,0.0,0.0,0.0,1.0173445761356483,1.5859185980860562,-0.5685740219504078,-0.05852014665174421,4.225285110032883,0.0,0.0899435454120886,-89.27090826924038,-96.74123186800442,7.47032359876404,0.8854885245243894,0.8854885245243894,0.8854885245243894,0.8854885245243894,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,42.56071303075279,0.0,0.0,0.0,-90.36216808809495,69.92412132821724,35.14871960142585,72.45249620954984,-64.85128039857415,0.006547327840184414,0.8333217823929044,0.0,23.686699169229414,12.288190563410632,11.398508605818781,-8.005319745609595,-8.343943393272717,-1.0
2020-10-21,0.8453813474382964,0.9216652575143142,1.0025213154117376,1.0374892626538903,0.9585497409232783,-10.221233861365649,-0.42586997314674335,-1.8336762799799178,-0.0893323263104245,45.072061361488224,-526550.6698753496,-806598.8036957599,0.13321692225782575,1824.0211445133377,0.9171676913575979,0.0,0.9347195290033384,1.156639911902041,0.7127991461046359,47.48384430040296,0.7315464048596698,0.0,0.0,0.9246793741121647,0.877461365176384,0.9718973830479456,-10.212839230055804,-0.6945642254330693,1.0,0.0,0.748130888242637,1.0228461608061419,0.8854885245243894,29.390128700576636,1.0533028313682977,0.0,0.0009379292598871158,-0.0029743231298745214,0.003912252389761638,0.9347195290033384,0.9347195290033384,0.946050908620912,0.9451129793610249,0.0,0.0,0.0,0.8120578507870805,1.2502315096656997,-0.43817365887861925,-0.04716249779653497,4.743099185689614,0.0,0.07281525647033005,-72.27071215818879,-93.24544333803075,20.974731179841967,0.8854885245243894,0.8854885245243894,0.8854885245243894,0.8854885245243894,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,56.06054066408496,0.0,0.0,0.0,-87.00540075641884,85.51552272312578,105.33028313682976,67.46143015394877,5.330283136829761,0.024886526910328,0.8356541564977547,0.0,25.117436766387556,14.854039804006018,10.263396962381538,22.824885069515478,20.558945634068294,-1.0
2020-10-22,1.0376716404122455,1.0539796547467335,1.0404845113057617,1.0681887787185875,0.9063266032281662,-7.406352951829049,0.4804566300814228,-1.1428671024336887,-0.07259573853526877,54.223510370500165,126771.10744846417,-673260.2449608707,0.24560626327719168,1877.9942972427411,0.9363347273455022,0.0,0.9514031852177446,1.1769829207298739,0.7258234497056153,47.42042890270576,0.7588565706837692,0.0,0.0,0.9408716583802725,0.901242793491586,0.9805005232689594,-8.423861965809136,-1.1063684980119304,1.0,0.0,0.748130888242637,1.0539796547467335,0.9010552714946852,32.14712450580013,1.0464580064659628,0.0,0.010611644935037634,-0.00025712951689209037,0.010868774451929724,0.9514031852177446,0.9514031852177446,0.9648413501744005,0.9542297052393629,0.0,0.0,0.0,0.8818770507215764,1.430345060357834,-0.5484680096362576,-0.012348438827081658,5.195637176202771,0.0,0.0561316002559239,-55.711823616625736,-88.55374087285512,32.84191725622938,0.9010552714946852,0.9010552714946852,0.9010552714946852,0.9010552714946852,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,57.762796035862735,0.0,0.0,0.0,-83.96820300997793,71.1755684638106,104.64580064659627,81.70826779495063,4.645800646596269,0.05497783597186123,0.8414528380242534,0.0,25.1061813910032,16.904468121405454,8.201713269597747,2.9590201238486102,2.9160860197855007,-1.0
2020-10-23,1.0679091032960955,0.9564775010194082,0.9822277993603055,0.9720701434941326,0.6920382243628951,-7.552417996677264,-0.21158159428147227,-1.0529627417643652,-0.0717274572657899,48.540208534884144,289784.3731107719,-552879.6677019154,-0.0354531622108235,1709.0070803700605,0.9396078401534183,0.07299294152944615,0.9536995139151211,1.1667744607530455,0.7406245670771966,44.6838744759784,0.5431083753665915,0.0,0.0,0.9441368609259402,0.9060500589870082,0.9822236628648727,-8.068067992087403,0.13329445967949924,1.0,1.0,0.748130888242637,1.0539796547467335,0.9010552714946852,32.06972028836715,0.7321894994416993,0.0,0.010402253039429432,0.001874746994372214,0.008527506045057219,0.9536995139151211,0.9536995139151211,0.9659534722235901,0.9555512191841606,0.0,0.0,0.0,0.8597918074709063,1.2963384670683513,-0.436546659597445,0.016879561254955912,5.6472455718005286,0.0,0.05383527155854739,-53.43266786886971,-84.65139942796786,31.218731559098153,0.9010552714946852,0.9010552714946852,0.9010552714946852,0.9010552714946852,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,51.08920079058081,0.0,0.0,0.0,-81.54839306938823,68.96234289358883,73.21894994416994,94.39834457586532,-26.781050055830068,0.0325236080543978,0.8424044667999092,0.0,22.437298661472827,18.011034229418932,4.426264432053895,-8.998281683857423,-9.42917970545419,-1.0
2020-10-24,0.9719754981292684,1.0017805079286537,1.0263570930415988,1.014782165550466,0.9100695269109342,-7.605249730992267,0.698487932629462,-0.9409398237053807,-0.05592769055550323,55.02127559036102,-120756.73793684656,-504866.00883913,-0.02228378662264882,1709.0070803700605,0.9480186200824168,0.07112234233124816,0.9598077790786557,1.165243978887929,0.7543715792693824,42.807779700739005,0.6337991710391074,0.0,0.0,0.9511538337173702,0.9144180534610367,0.9878896139737039,-7.724466632860031,-0.36602668282955053,1.0,0.0,0.748130888242637,1.0539796547467335,0.9010552714946852,31.86562696935929,0.8718402900744006,0.0,0.013526882196487344,0.00420517403479524,0.009321708161692104,0.9598077790786557,0.9598077790786557,0.9734655788892632,0.9599386966927759,0.0,0.0,0.0,0.8216564409797031,1.2956429487266117,-0.47398650774690854,0.049870078143172916,6.101181879079447,0.0,0.047727006395012816,-47.97634147057414,-83.54799040985421,35.57164893928007,0.9010552714946852,0.9010552714946852,0.9010552714946852,0.9010552714946852,1.0242591605061453,1.0366779217091426,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,0.0,53.651750013457814,0.0,0.0,0.0,-79.11775516344683,56.040886542867455,87.18402900744006,88.3495931994021,-12.815970992559949,0.03165662860818852,0.8424044667999092,0.0,22.40948727620733,18.890724838776613,3.5187624374307163,4.393923868786254,4.300128727617961,-1.0
