Date,Open,High,Low,Close,Volume
2020-10-22,0.7399384744478346,0.7792546095398599,1.0273787511726753,1.0209203537340024,0.18037176265486823
2020-10-23,1.020119860472907,1.5027034433330875,1.0781635440697197,1.4997422356609338,4.726694166447667
2020-10-24,1.5009190910477803,0.967501022853469,1.190790524301962,0.8154102711647504,0.42605661417132784
2020-10-25,0.8154102711647504,0.827599016692367,0.9154631074639098,0.933579815816043,0.5569888208404786
2020-10-26,0.933579815816043,0.9372033249324125,0.8960509070827821,0.9134175209114331,0.8281651500661654
2020-10-27,0.9134175209114331,0.9100678066343899,0.9898324731804337,0.9492891180209684,0.5772568670140316
2020-10-28,0.9492891180209684,0.9492071606766017,0.8803642050760151,0.8715634779573859,0.9324160700966384
2020-10-29,0.8715634779573859,1.070595618172437,0.9915500651100355,1.1720413405714192,1.986756180262913
2020-10-30,1.1720413405714192,0.9399904032481573,1.0169955522494571,0.9115362503658485,0.9413123983770166
2020-10-31,0.9115362503658485,1.0127994731780743,1.0598222892454023,1.0774158285265751,0.7017712978876256
2020-11-01,1.0774158285265751,1.0124224564041888,1.0407180176871247,0.949417675042634,0.20606863152975557
2020-11-02,0.9545731340179099,0.9555741961603267,0.9641115491734392,0.976967160036299,3.309971302114874
2020-11-03,0.9716907553960816,0.9300547726417208,0.9155963319551614,0.9585066685638056,1.1324952930471737
2020-11-04,0.9585066685638056,1.021382786752612,1.023539141891282,1.022979714953301,0.8282131431517591
2020-11-05,1.022979714953301,0.996500917545555,1.004222804869308,0.9770975648635123,2.302503736271878
2020-11-06,0.9770947228414069,1.0196744048639637,1.0095987516281006,1.072329931140586,0.7079756627741149
2020-11-07,1.0723373275879031,1.198379105218272,1.0675987451708957,1.049226825260722,0.4471651296531174
2020-11-08,1.0492788831660054,0.9836561120872057,1.0641417428135205,1.0644268518348847,2.268492564382726
2020-11-09,1.0643851549575953,1.1374053066007805,1.0794683358229002,1.1722448449532166,2.030364785928373
2020-11-10,1.1722111439664968,1.0411899755436729,1.1180495215650732,1.0318778551490533,0.5149340865494564
2020-11-11,1.0321635602338246,0.9583617405435093,0.944601648170862,0.9037184856109275,0.997868628358894
2020-11-12,0.9035882503663347,0.9621480542694218,1.0163789839405308,1.0094163189185021,0.680179422991817
2020-11-13,1.009179464636206,1.1212128404329207,1.018510976580686,1.1523276529520978,0.5594763017231343
2020-11-14,1.1523693207171217,1.264394460026286,1.1210801522353442,1.2151189632307726,8.707147961475608
2020-11-15,1.2150382146180774,1.052545435306196,1.1782167254172473,0.9954709228643082,0.7982367488967339
2020-11-16,0.9955059560994011,1.1079627923019564,1.0355821294549634,1.1926672459699947,1.2396761096625368
2020-11-17,1.2060695951156968,1.0467598130563074,1.0343442588027285,0.9327867247589822,0.4886281174422145
2020-11-18,0.9220541784925114,0.9160452850922502,0.9858272721361767,0.9575288575948424,1.1236188572057433
2020-11-19,0.9578990024479355,0.9456542672137415,0.9902973526711112,0.950806508290748,0.7569386692352394
2020-11-20,0.9509160134323812,1.055167558169266,1.0258197334689583,1.0864981884435103,0.9986298563522145
2020-11-21,1.0864950030149279,0.9615497708381572,1.0334012434833877,0.9744681278486859,1.0330646695376136
2020-11-22,0.9744841470444171,0.9689377656142404,0.9155257537262971,0.9524789551440364,0.8219873151114907
2020-11-23,0.9524538518246666,1.0488497503180794,1.0502473131265988,1.0778378791295933,1.294899930399747
2020-11-24,1.0774877150938513,0.965142257737866,0.9960097776781996,0.9186367991533023,0.8734149412685
2020-11-25,0.9193131877174933,0.9254872030100447,0.9466252366315685,0.9330195519145498,0.5687771353399268
2020-11-26,0.9324827280575338,0.9350207964970879,0.7937547656843558,0.8732265452531569,2.029744466118283
